num_epochs,num_cars,reckless,cautious,normal,avg_diff_speed_reckless,avg_diff_speed_cautious,avg_diff_speed_normal,avg_lane_changes,avg_speed
,30,0.0,0.0,1.0,0.0,0.0,92.10707718491628,0.925925925925926,0.8339758562435238
,30,0.0,0.0,1.0,0.0,0.0,187.36078400086905,0.9556962025316456,0.6188129270190518
,30,0.0,0.0,1.0,0.0,0.0,138.68414318796496,0.9745222929936306,0.7523637473664919
,30,0.0,0.1,0.9,0.0,61.726753716431226,105.7884544758192,0.9819277108433736,0.7687613386839606
,30,0.0,0.1,0.9,0.0,132.36255038342858,118.32606931394945,0.9772727272727272,0.7532408566739462
,30,0.0,0.1,0.9,0.0,66.81353148129847,132.0699824547071,0.9104477611940298,0.7445488129812708
,30,0.0,0.2,0.8,0.0,94.43683650157313,132.21844764508035,0.9615384615384616,0.7224452576684988
,30,0.0,0.2,0.8,0.0,126.88307086111529,153.3133794969066,0.9744897959183674,0.7014347841824911
,30,0.0,0.2,0.8,0.0,188.8980441515324,168.40548131686688,0.8762376237623762,0.645421269774144
,30,0.0,0.3,0.7,0.0,143.1735468265532,158.59309474589634,0.9751243781094528,0.6624497323427154
,30,0.0,0.3,0.7,0.0,144.48657082034276,139.52585926527007,0.964102564102564,0.7080136450140281
,30,0.0,0.3,0.7,0.0,184.25767964942645,165.2367800203603,0.935,0.6169975178472569
,30,0.0,0.4,0.6,0.0,155.04391309898884,121.16835146124978,0.9543147208121828,0.6953970487336164
,30,0.0,0.4,0.6,0.0,182.1353967969971,152.63731857484956,0.9740932642487048,0.6849035917087826
,30,0.0,0.4,0.6,0.0,171.34387580414997,188.30032910579925,0.9615384615384616,0.6122890516079444
,30,0.0,0.5,0.5,0.0,150.44652563771038,140.1632207285951,0.9012875536480688,0.6834623360903731
,30,0.0,0.5,0.5,0.0,173.12169572314247,160.2246377847429,0.9738219895287958,0.6425213095037654
,30,0.0,0.5,0.5,0.0,216.64766356924804,247.2893457259504,0.9660194174757282,0.5006736071667789
,30,0.0,0.6,0.4,0.0,170.29488015851595,168.42578855231898,0.8883495145631068,0.654698828518098
,30,0.0,0.6,0.4,0.0,216.70853527729912,209.89544033768323,0.9345794392523364,0.5528656421591372
,30,0.0,0.6,0.4,0.0,166.23259384522302,192.2211374824868,0.9607843137254902,0.6277291385088163
,30,0.0,0.7,0.3,0.0,216.26656181387284,173.54842239955292,0.9346733668341708,0.5526333294073431
,30,0.0,0.7,0.3,0.0,196.86996433842148,230.6833009888461,0.8725490196078431,0.5430638871993312
,30,0.0,0.7,0.3,0.0,165.67788269271645,136.56514852873778,0.9382716049382716,0.6720492464841031
,30,0.0,0.8,0.1999999999999999,0.0,201.65608300674228,237.9619908022168,0.9234234234234234,0.5505871218145617
,30,0.0,0.8,0.1999999999999999,0.0,246.5179694268855,192.1679125678041,0.9583333333333334,0.5095854963042552
,30,0.0,0.8,0.1999999999999999,0.0,164.86112224684567,195.98721891118467,0.9818181818181818,0.6191346969293013
,30,0.0,0.9,0.0999999999999999,0.0,219.8955265536631,194.28448314835825,0.9170731707317074,0.5311868506818532
,30,0.0,0.9,0.0999999999999999,0.0,181.51577374250888,218.29824363369764,0.9617486338797814,0.5792393201066038
,30,0.0,0.9,0.0999999999999999,0.0,212.3208922527648,167.23239051551542,0.9502762430939228,0.5585145129968114
,30,0.0,1.0,0.0,0.0,203.48928789698613,0.0,0.9693251533742332,0.541594755331984
,30,0.0,1.0,0.0,0.0,233.66124806067145,0.0,0.9183673469387756,0.4542749118184731
,30,0.0,1.0,0.0,0.0,278.2058182274051,0.0,0.958904109589041,0.3867830244060533
,30,0.1,0.0,0.9,127.45457028104842,0.0,98.93454328494865,0.919431279620853,0.8298017451367282
,30,0.1,0.0,0.9,116.57851108589338,0.0,87.58675183600499,0.9804878048780488,0.836664898845535
,30,0.1,0.0,0.9,74.04036694662932,0.0,109.41423710082802,0.875,0.8158368157094326
,30,0.1,0.1,0.8,156.4910704786114,164.39676685812293,106.53566280935463,0.9491525423728814,0.7816520628708374
,30,0.1,0.1,0.8,140.7843821262408,155.18060873107868,135.23826880385369,0.8994974874371859,0.7130665178420318
