num_epochs,num_cars,reckless,cautious,normal,avg_diff_speed_reckless,avg_diff_speed_cautious,avg_diff_speed_normal
,30,0.2,0.3,0.5,141.4148760594247,152.52629329282985,147.46020634793
,30,0.2,0.3,0.5,140.50752353131017,133.09720843380688,113.2834522484745
,30,0.2,0.4,0.4,173.061267880633,186.10456892853608,171.21395171375926
,30,0.2,0.4,0.4,192.93837410070523,262.215551868503,152.03647515219365
,30,0.2,0.4,0.4,152.60142878698642,171.0576933240044,161.90768362931396
,30,0.2,0.5,0.3,148.07566986537955,203.8821032045115,141.519688735864
,30,0.2,0.5,0.3,176.4279141145903,233.24448246209232,176.35172403885693
,30,0.2,0.5,0.3,130.60482432340558,180.05018546702794,174.7245377386643
,30,0.2,0.6,0.2,183.936129024648,255.0081686527834,244.61677860592863
,30,0.2,0.6,0.2,131.98348239170812,184.0368206404121,175.4216810886811
,30,0.2,0.6,0.2,149.00425724372775,195.53809489512568,168.10254986364777
